Br  77     1.E+05
Br  80     3.E+05
Br -80      9.E+04
Br  82     2.E+04
Br  83     2.E+05
Br  84     1.E+05
Rb  79     2.E+05
Rb  80     3.E+04
Rb  81     2.E+05
Rb -81      1.E+06
Rb  82     2.E+03
Rb -82      8.E+04
Rb  83     5.E+03
Rb  84     4.E+03
Rb  86     4.E+03
Rb  87     7.E+03
Rb  88     1.E+05
Rb  89     2.E+05
Sr  80   3.E+04
Sr  81     1.E+05
Sr  82   2.E+03
Sr  83     2.E+04
Sr  85     2.E+04
Sr -85      2.E+06
Sr -87      3.E+05
Sr  89     4.E+03
Sr  90     4.E+02
Sr  91     1.E+04
Sr  92     2.E+04
Y  86     1.E+04
Y -86      2.E+05
Y  87     2.E+04
Y  88     8.E+03
Y  90     4.E+03
Y -90      6.E+04
Y  91     4.E+03
Y -91      9.E+05
Y  92     2.E+04
Y  93     8.E+03
Y  94     1.E+05
Y  95     2.E+05
Zr  86     1.E+04
Zr  88     3.E+04
Zr  89     1.E+04
Zr  93     4.E+04
Zr  95     1.E+04
Zr  97     5.E+03
Nb  88     2.E+05
Nb  89       3.E+04
Nb  90     8.E+03
Nb  91     2.E+05
Nb -91      2.E+04
Nb -92      2.E+04
Nb -93      8.E+04
Nb  94     6.E+03
Nb  95     2.E+04
Nb -95      2.E+04
Nb  96     9.E+03
Nb  97     1.E+05
Nb  98     9.E+04
Mo  90     2.E+04
Mo  93     4.E+03
Mo -93      4.E+04
Mo  99     8.E+03
Mo  101     2.E+05
Tc  93     2.E+05
Tc -93      4.E+05
Tc  94     6.E+04
Tc -94      9.E+04
Tc  95     6.E+04
Tc -95      2.E+04
Tc  96     9.E+03
Tc -96      8.E+05
Tc  97     1.E+05
Tc -97      2.E+04
Tc  98     4.E+03
Tc  99     1.E+04
Tc -99      5.E+05
Tc  101     5.E+05
Tc  104     1.E+05
Ru  94     1.E+05
Ru  97     7.E+04
Ru  103     1.E+04
Ru  105     4.E+04
Ru  106  1.E+03
Rh  99     2.E+04
Rh -99      2.E+05
Rh  100     1.E+04
Rh  101     2.E+04
Rh -101      5.E+04
Rh  102     4.E+03
Rh -102      8.E+03
Rh -103      3.E+06
Rh  105     3.E+04
Rh  106     1.E+03
Rh -106      6.E+04
Rh  107     4.E+05
Pd  100     1.E+04
Pd  101     1.E+05
Pd  103     5.E+04
Pd  107     3.E+05
Pd  109     2.E+04
Ag  102     3.E+05
Ag  103     2.E+05
Ag  104     2.E+05
Ag -104      2.E+05
Ag  105     2.E+04
Ag  106     3.E+05
Ag -106      7.E+03
Ag -108  4.E+03
Ag  108     4.E+03
Ag  110     4.E+03
Ag -110  4.E+03
Ag  111     8.E+03
Ag  112     2.E+04
Ag  115     2.E+05
Cd  104     2.E+05
Cd  107     2.E+05
Cd  109     5.E+03
Cd  113     4.E+02
Cd -113      4.E+02
Cd  115     7.E+03
Cd -115      3.E+03
Cd  117     4.E+04
Cd -117      4.E+04
In  109     2.E+05
In  110      4.E+04
In  111     3.E+04
In  112     1.E+06
In -113      4.E+05
In  114     2.E+03
In -114  2.E+03
In  115     3.E+02
In -115      1.E+05
In -116      2.E+05
In  117     3.E+05
In -117      8.E+04
In  119     2.E+05
In -119  2.E+05
Sn  110     3.E+04
Sn  111     4.E+05
Sn  113     1.E+04
Sn -117      1.E+04
Sn -119      3.E+04
Sn  121     4.E+04
Sn -121      3.E+04
Sn  123     5.E+03
Sn -123      3.E+05
Sn  125     3.E+03
Sn  126     2.E+03
Sn  127     5.E+04
Sn  128     7.E+04
Sb  115     4.E+05
Sb  116     4.E+05
Sb -116      1.E+05
Sb  117     6.E+05
Sb -118      5.E+04
Sb  119     1.E+05
Sb  120      8.E+03
Sb  122     6.E+03
Sb  124     4.E+03
Sb -124      1.E+06
Sb  125     9.E+03
Sb  126     4.E+03
Sb -126      3.E+05
Sb  127     6.E+03
Sb  128      1.E+04
Sb  129     2.E+04
Sb  130     1.E+05
Sb  131     1.E+05
Te  116     6.E+04
Te -119      1.E+04
Te  121     2.E+04
Te -121      4.E+03
Te  123     2.E+03
Te -123      7.E+03
Te -125      1.E+04
Te  127     6.E+04
Te -127      4.E+03
Te  129     2.E+05
Te -129      3.E+03
Te  131     1.E+05
Te -131      5.E+03
Te  132     3.E+03
Te  133     1.E+05
Te -133      4.E+04
Te  134     9.E+04
I  120     3.E+04
I -120      5.E+04
I  121     1.E+05
I  123     5.E+04
I  124     8.E+02
I  125     7.E+02
I  126     3.E+02
I  128     2.E+05
I  129     9.E+01
I  130     5.E+03
I  131     5.E+02
I  132     3.E+04
I -132      5.E+04
I  133     2.E+03
I  134     9.E+04
I  135     1.E+04
Cs  125     3.E+05
Cs  127     4.E+05
Cs  129     2.E+05
Cs  130     4.E+05
Cs  131     2.E+05
Cs  132     2.E+04
Cs  134     5.E+02
Cs -134      5.E+05
Cs  135     5.E+03
Cs -135      5.E+05
Cs  136     3.E+03
Cs  137  8.E+02
Cs  138     1.E+05
Cs  126     4.E+04
Cs  128     4.E+03
Ba  126  4.E+04
Ba  128  4.E+03
Ba  131     2.E+04
Ba -131      2.E+06
Ba  133     1.E+04
Ba -133      2.E+04
Ba -135      2.E+04
Ba -137      8.E+02
Ba  139     8.E+04
Ba  140     4.E+03
Ba  141     1.E+05
Ba  142     3.E+05
La  131     3.E+05
La  132     3.E+04
La  135     3.E+05
La  137     1.E+05
La  138     9.E+03
La  140     5.E+03
La  141     3.E+04
La  142     6.E+04
La  143     2.E+05
La   134     4.E+03
Ce  134  4.E+03
Ce  135     1.E+04
Ce  137     4.E+05
Ce -137      2.E+04
Ce  139     4.E+04
Ce  141     1.E+04
Ce  143     9.E+03
Ce  144  2.E+03
Pr  136     3.E+05
Pr  137     3.E+05
Pr  138     2.E+04
Pr -138      8.E+04
Pr  139     3.E+05
Pr  142     8.E+03
Pr -142      6.E+05
Pr  143     8.E+03
Pr  144     2.E+05
Pr -144      2.E+03
Pr  145     3.E+04
Pr  147     3.E+05
Nd  136     1.E+05
Nd  138  2.E+04
Nd  139     5.E+05
Nd -139      4.E+04
Nd  140     4.E+03
Nd  141     1.E+06
Nd  147     9.E+03
Nd  149     8.E+04
Nd  151     3.E+05
Pm  141     3.E+05
Pm  142     5.E+04
Pm  143     4.E+04
Pm  144     1.E+04
Pm  145     9.E+04
Pm  146     1.E+04
Pm  147     4.E+04
Pm  148     4.E+03
Pm -148      6.E+03
Pm  149     1.E+04
Pm  150     4.E+04
Pm  151     1.E+04
Sm  141     3.E+05
Sm -141      2.E+05
Sm  142  5.E+04
Sm  145     5.E+04
Sm  146     2.E+02
Sm  147     2.E+02
Sm  151     1.E+05
Sm  153     1.E+04
Sm  155     3.E+05
Sm  156     4.E+04
Eu  145     1.E+04
Eu  146     8.E+03
Eu  147     2.E+04
Eu  148     8.E+03
Eu  149     1.E+05
Eu  150      8.E+03
Eu  152     7.E+03
Eu -152      2.E+04
Eu  154     5.E+03
Eu  155     3.E+04
Eu  156     5.E+03
Eu  157     2.E+04
Eu  158     1.E+05
Gd  145     2.E+05
Gd  146     1.E+04
Gd  147     2.E+04
Gd  148     2.E+02
Gd  149     2.E+04
Gd  151     5.E+04
Gd  152     2.E+02
Gd  153     4.E+04
Gd  159     2.E+04
Tb  147     6.E+04
Tb  149     4.E+04
Tb  150     4.E+04
Tb  151     3.E+04
Tb  153     4.E+04
Tb  154     2.E+04
Tb  155     5.E+04
Tb  156     8.E+03
Tb -156      6.E+04
Tb  157     3.E+05
Tb  158     9.E+03
Tb  160     6.E+03
Tb  161     1.E+04
Dy  155     8.E+04
Dy  157     2.E+05
Dy  159     1.E+05
Dy  165     9.E+04
Dy  166     6.E+03
Ho  155     3.E+05
Ho  157     2.E+06
Ho  159     1.E+06
Ho  161     8.E+05
Ho  162     3.E+06
Ho -162      4.E+05
Ho  164     1.E+06
Ho -164      6.E+05
Ho  166     7.E+03
Ho -166      5.E+03
Ho  167     1.E+05
Er  161     1.E+05
Er  165     5.E+05
Er  169     3.E+04
Er  171     3.E+04
Er  172     1.E+04
Tm  162     3.E+05
Tm  166     4.E+04
Tm  167     2.E+04
Tm  170     8.E+03
Tm  171     9.E+04
Tm  172     6.E+03
Tm  173     3.E+04
Tm  175     4.E+05
Yb  162     4.E+05
Yb  166     1.E+04
Yb  167     1.E+06
Yb  169     1.E+04
Yb  175     2.E+04
Yb  177     1.E+05
Yb  178     8.E+04
Lu  169     2.E+04
Lu  170     1.E+04
Lu  171     1.E+04
Lu  172     8.E+03
Lu  173     4.E+04
Lu  174     4.E+04
Lu -174      2.E+04
Lu  176     6.E+03
Lu -176      6.E+04
Lu  177     2.E+04
Lu -177      6.E+03
Lu  178     2.E+05
Lu -178      3.E+05
Lu  179     5.E+04
Hf  170     2.E+04
Hf  172     1.E+04
Hf  173     4.E+04
Hf  175     2.E+04
Hf -177      1.E+05
Hf -178      2.E+03
Hf -179      8.E+03
Hf -180      6.E+04
Hf  181     9.E+03
Hf  182     3.E+03
Hf -182      2.E+05
Hf  183     1.E+05
Hf  184     2.E+04
Ta  172     2.E+05
Ta  173     5.E+04
Ta  174     2.E+05
Ta  175     5.E+04
Ta  176     3.E+04
Ta  177     9.E+04
Ta  178      1.E+05
Ta  179     2.E+05
Ta  180     1.E+04
Ta -180      2.E+05
Ta  182     7.E+03
Ta -182      8.E+05
Ta  183     8.E+03
Ta  184     1.E+04
Ta  185     1.E+05
Ta  186     3.E+05
W  176     9.E+04
W  177     2.E+05
W  178   4.E+04
W  179     3.E+06
W  181     1.E+05
W  185     2.E+04
W  187     1.E+04
W  188     4.E+03
Re  177     5.E+05
Re  178     4.E+05
Re  180     6.E+05
Re  181     2.E+04
Re  182      7.E+03
Re  183     1.E+04
Re  184     1.E+04
Re -184      7.E+03
Re  186     7.E+03
Re -186      5.E+03
Re  187     2.E+06
Re  188     7.E+03
Re -188      3.E+05
Re  189     1.E+04
Os  180  6.E+05
Os  181     1.E+05
Os  182     2.E+04
Os  185     2.E+04
Os -189      6.E+05
Os  191     2.E+04
Os -191      1.E+05
Os  193     1.E+04
Os  194     4.E+03
Ir  182     2.E+05
Ir  184     6.E+04
Ir  185     4.E+04
Ir  186      2.E+04
Ir  187     8.E+04
Ir  188     2.E+04
Ir  189     4.E+04
Ir  190     8.E+03
Ir -190      8.E+04
Ir  192     7.E+03
Ir -192      3.E+04
Ir -193      4.E+04
Ir  194     8.E+03
Ir -194      5.E+03
Ir  195     1.E+05
Ir -195      5.E+04
Pt  186     1.E+05
Pt  188     1.E+04
Pt  189     8.E+04
Pt  190     1.E+03
Pt  191     3.E+04
Pt  193     3.E+05
Pt -193      2.E+04
Pt -195      2.E+04
Pt  197     3.E+04
Pt -197      1.E+05
Pt  199     3.E+05
Pt  200     8.E+03
Au  193     8.E+04
Au  194     2.E+04
Au  195     4.E+04
Au  196     2.E+04
Au  198     1.E+04
Au -198      8.E+03
Au  199     2.E+04
Au  200     1.E+05
Au -200      9.E+03
Au  201     4.E+05
Hg  193     1.E+05
Hg -193      3.E+04
Hg  194     2.E+02
Hg  195     1.E+05
Hg -195      2.E+04
Hg  197     4.E+04
Hg -197      2.E+04
Hg -199      3.E+05
Hg  203     5.E+03
Tl  194     1.E+06
Tl -194      3.E+05
Tl  195     4.E+05
Tl  197     4.E+05
Tl  198     1.E+05
Tl -198      2.E+05
Tl  199     4.E+05
Tl  200     5.E+04
Tl  201     1.E+05
Tl  202     2.E+04
Tl  204     8.E+03
Tl  208     4.E+04
Tl  209     5.E+04
Pb -195      3.E+05
Pb  198     1.E+05
Pb  199     2.E+05
Pb  200     3.E+04
Pb  201     6.E+04
Pb  202     1.E+03
Pb -202      8.E+04
Pb  203     4.E+04
Pb  205     4.E+04
Pb  209     2.E+05
Pb  210     1.E+01
Pb  211  6.E+04
Pb  212     2.E+03
Pb  214     7.E+04
Bi  200     2.E+05
Bi  201     8.E+04
Bi  202     1.E+05
Bi  203     2.E+04
Bi  205     1.E+04
Bi  206     5.E+03
Bi  207     8.E+03
Bi  208     7.E+03
Bi  210     8.E+03
Bi -210      7.E+02
Bi  211     6.E+04
Bi  212  4.E+04
Bi  213  5.E+04
Bi  214     9.E+04
Po  203     2.E+05
Po  205     2.E+05
Po  206     8.E+01
Po  207     7.E+04
Po  208     1.E+01
Po  209     1.E+01
Po  210     4.E+01
Po  212  4.E+04
Po  213  5.E+04
At  207     4.E+04
At  211     9.E+02
Fr  222     1.E+04
Fr  223     4.E+03
Ra  223     1.E+02
Ra  224     2.E+02
Ra  225     1.E+02
Ra  226     4.E+01
Ra  227     1.E+05
Ra  228     1.E+01
Ac  224     1.E+04
Ac  225     4.E+02
Ac  226     1.E+03
Ac  227     9.E+00
Ac  228     2.E+04
Th  226     3.E+04
Th  227     1.E+03
Th  228     1.E+02
Th  229     2.E+01
Th  230     5.E+01
Th  231     3.E+04
Th  232     5.E+01
Th  234  3.E+03
Pa  227     2.E+04
Pa  228     1.E+04
Pa  230     1.E+04
Pa  231     1.E+01
Pa  232     1.E+04
Pa  233     1.E+04
Pa  234     2.E+04
Pa -234      3.E+03
U  230     2.E+02
U  231     4.E+04
U  232     3.E+01
U  233     2.E+02
U  234     2.E+02
U  235     2.E+02
U  236     2.E+02
U  237     1.E+04
U  238     2.E+02
U  239     4.E+05
U  240     9.E+03
Np  232     1.E+06
Np  233     5.E+06
Np  234     1.E+04
Np  235     2.E+05
Np  236      6.E+02
Np  237     9.E+01
Np  238     1.E+04
Np  239     1.E+04
Np  240     1.E+05
Pu  234     6.E+04
Pu  235     5.E+06
Pu  236     1.E+02
Pu  237     1.E+05
Pu  238     4.E+01
Pu  239     4.E+01
Pu  240     4.E+01
Pu  241     2.E+03
Pu  242     4.E+01
Pu  243     1.E+05
Pu  244      4.E+01
Pu  245     1.E+04
Pu  246     3.E+03
Am  237     6.E+05
Am  238     3.E+05
Am  239     4.E+04
Am  240     2.E+04
Am  241     5.E+01
Am  242     3.E+04
Am -242      5.E+01
Am  243     5.E+01
Am  244     2.E+04
Am -244      3.E+05
Am  245     2.E+05
Am  246     2.E+05
Am -246      3.E+05
Cm  238     1.E+05
Cm  240     1.E+03
Cm  241     1.E+04
Cm  242     8.E+02
Cm  243     7.E+01
Cm  244     8.E+01
Cm  245     5.E+01
Cm  246      5.E+01
Cm  247     5.E+01
Cm  248      1.E+01
Cm  249     3.E+05
Cm  250      2.E+00
Bk  245     2.E+04
Bk  246     2.E+04
Bk  247     3.E+01
Bk  249     1.E+04
Bk  250     7.E+04
Cf  244     1.E+05
Cf  246     3.E+03
Cf  248      4.E+02
Cf  249     3.E+01
Cf  250      6.E+01
Cf  251     3.E+01
Cf  252      1.E+02
Cf  253     7.E+03
Cf  254      3.E+01
Es  250     5.E+05
Es  251     6.E+04
Es  253     2.E+03
Es  254     4.E+02
Es -254      2.E+03
Fm  252     4.E+03
Fm  253     1.E+04
Fm  254     2.E+04
Fm  255     4.E+03
Fm  257     7.E+02
Md  257     8.E+04
Md  258     8.E+02
